10000 10000 5000
9986 8176 9986 8177
9986 8177 9986 8178
9987 8168 9987 8176
9987 8169 9988 8169
9987 8170 10000 8170
9987 8177 9987 8178
9988 60 9988 63
9988 61 9997 61
9988 62 9997 62
9988 8168 9988 8170
9988 8177 9988 8178
9989 8177 9989 8178
9989 8327 9989 8347
9989 9999 9989 10000
9990 8168 9990 8170
9990 8177 9990 8178
9990 8347 9990 8478
9991 8274 9991 8327
9991 8482 9991 8483
9992 8168 9992 8170
9992 8478 9992 8479
9992 8481 9992 8482
9993 106 9993 624
9993 60 9993 61
9993 9999 9993 10000
9994 6650 9994 8090
9994 9278 9994 9303
9995 8478 9995 8479
9995 9278 9995 9303
9995 9310 9995 9333
9995 9344 9995 9347
9996 8118 9996 8125
9996 8176 9996 8177
9996 8327 9996 8347
9996 9278 9996 9303
9996 9289 9998 9289
9996 9295 9998 9295
9997 0 9997 106
9997 14 9998 14
9997 27 10000 27
9997 28 9998 28
9997 29 10000 29
9997 30 10000 30
9997 43 10000 43
9997 46 9998 46
9997 48 9998 48
9997 52 9999 52
9997 53 9999 53
9997 56 9999 56
9997 57 10000 57
9997 58 10000 58
9997 59 9998 59
9997 60 9998 60
9997 61 9998 61
9997 62 9998 62
9997 63 9999 63
9997 6650 9997 8090
9997 77 9998 77
9997 8176 9997 8177
9997 9 9998 9
9997 92 9998 92
9997 9295 9997 9303
9997 9299 9998 9299
9997 9961 9997 9999
9998 0 9998 27
9998 11 9999 11
9998 15 9999 15
9998 17 9999 17
9998 18 9999 18
9998 2 9999 2
9998 21 9999 21
9998 23 9999 23
9998 24 10000 24
9998 25 10000 25
9998 26 10000 26
9998 27 9998 29
9998 3 9999 3
9998 43 9998 52
9998 45 9999 45
9998 46 9999 46
9998 52 9998 53
9998 56 9998 57
9998 57 9998 58
9998 58 9998 63
9998 59 9999 59
9998 60 9999 60
9998 61 9999 61
9998 62 9999 62
9998 63 9998 106
9998 8098 9998 8100
9998 8176 9998 8177
9998 8482 9998 8483
9998 9 9999 9
9998 9278 9998 9303
9998 9310 9998 9333
9998 9327 10000 9327
9999 0 9999 24
9999 101 10000 101
9999 102 10000 102
9999 24 9999 25
9999 26 9999 27
9999 43 9999 57
9999 45 10000 45
9999 46 10000 46
9999 48 10000 48
9999 51 10000 51
9999 57 9999 58
9999 58 9999 106
9999 624 9999 792
9999 657 10000 657
9999 659 10000 659
9999 660 10000 660
9999 664 10000 664
9999 673 10000 673
9999 679 10000 679
9999 74 10000 74
9999 752 10000 752
9999 753 10000 753
9999 754 10000 754
9999 756 10000 756
9999 758 10000 758
9999 759 10000 759
9999 760 10000 760
9999 8176 9999 8177
9999 8482 9999 8483
9999 89 10000 89
9999 9278 9999 9303
9999 9279 10000 9279
9999 9287 10000 9287
9999 9288 10000 9288
